,circle,kpi,periodicity,range,period_year,period_month,date,value
318,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,7,2020-07-01,0.9311313539024686
319,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,8,2020-08-01,0.7395901399853579
320,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,9,2020-09-01,1.0662703612297857
321,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,10,2020-10-01,1.3220559866701624
322,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,11,2020-11-01,1.3520754626145266
323,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,12,2020-12-01,1.3167156303989678
324,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,1,2021-01-01,1.578717965062091
325,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,2,2021-02-01,1.349535337192732
326,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,3,2021-03-01,1.374404192629728
327,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,4,2021-04-01,1.4379086025707284
328,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,5,2021-05-01,1.5950872995268344
329,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,6,2021-06-01,1.562232127478368
330,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,7,2021-07-01,1.8061070323095145
331,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,8,2021-08-01,1.841536566430897
332,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,9,2021-09-01,1.8544381365296292
333,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,10,2021-10-01,1.9424795386943334
334,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,11,2021-11-01,1.8595119930775261
335,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,12,2021-12-01,1.7490222701150906
336,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,1,2022-01-01,1.6996186252165402
337,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,2,2022-02-01,1.277520310639528
338,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,3,2022-03-01,0.9304931436174296
339,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,4,2022-04-01,1.0409942133333114
340,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,5,2022-05-01,1.0136308231481568
341,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,6,2022-06-01,1.061441615350116
342,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,7,2022-07-01,1.2496248677923436
343,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,8,2022-08-01,1.4577716767507323
344,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,9,2022-09-01,1.5384732540826085
345,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,10,2022-10-01,1.6931675452067672
346,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,11,2022-11-01,1.8293451483462213
347,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,12,2022-12-01,1.7786484794003072
348,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,1,2023-01-01,1.793528837464017
349,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,2,2023-02-01,1.7093909453147549
350,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,3,2023-03-01,1.234
351,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,4,2023-04-01,0.782
352,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,5,2023-05-01,0.688
353,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,6,2023-06-01,0.596
354,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,7,2023-07-01,0.496
355,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,8,2023-08-01,0.6980000000000001
356,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,9,2023-09-01,0.89
357,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,10,2023-10-01,0.788
358,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,11,2023-11-01,0.788
359,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,12,2023-12-01,0.788
360,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,1,2014-01-01,
361,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,2,2014-02-01,
362,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,3,2014-03-01,
363,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,4,2014-04-01,
364,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,5,2014-05-01,
365,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,6,2014-06-01,
366,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,7,2014-07-01,
367,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,8,2014-08-01,
368,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,9,2014-09-01,
369,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,10,2014-10-01,
370,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,11,2014-11-01,
371,HR,share of teams constituted as circles,month,0 <= % <= 100,2014,12,2014-12-01,
372,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,1,2015-01-01,
373,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,2,2015-02-01,
374,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,3,2015-03-01,
375,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,4,2015-04-01,
376,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,5,2015-05-01,
377,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,6,2015-06-01,
378,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,7,2015-07-01,
379,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,8,2015-08-01,
380,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,9,2015-09-01,
381,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,10,2015-10-01,
382,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,11,2015-11-01,
383,HR,share of teams constituted as circles,month,0 <= % <= 100,2015,12,2015-12-01,
384,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,1,2016-01-01,
385,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,2,2016-02-01,
386,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,3,2016-03-01,
387,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,4,2016-04-01,
388,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,5,2016-05-01,
389,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,6,2016-06-01,
390,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,7,2016-07-01,
391,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,8,2016-08-01,
392,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,9,2016-09-01,
393,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,10,2016-10-01,
394,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,11,2016-11-01,
395,HR,share of teams constituted as circles,month,0 <= % <= 100,2016,12,2016-12-01,
396,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,1,2017-01-01,
397,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,2,2017-02-01,
398,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,3,2017-03-01,
399,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,4,2017-04-01,
400,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,5,2017-05-01,
401,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,6,2017-06-01,
402,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,7,2017-07-01,
403,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,8,2017-08-01,
404,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,9,2017-09-01,
405,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,10,2017-10-01,
406,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,11,2017-11-01,
407,HR,share of teams constituted as circles,month,0 <= % <= 100,2017,12,2017-12-01,
408,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,1,2018-01-01,
409,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,2,2018-02-01,
410,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,3,2018-03-01,
411,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,4,2018-04-01,
412,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,5,2018-05-01,
413,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,6,2018-06-01,
414,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,7,2018-07-01,
415,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,8,2018-08-01,
416,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,9,2018-09-01,
417,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,10,2018-10-01,
418,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,11,2018-11-01,
419,HR,share of teams constituted as circles,month,0 <= % <= 100,2018,12,2018-12-01,
420,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,1,2019-01-01,
421,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,2,2019-02-01,
422,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,3,2019-03-01,
423,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,4,2019-04-01,
424,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,5,2019-05-01,
425,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,6,2019-06-01,
426,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,7,2019-07-01,
427,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,8,2019-08-01,
428,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,9,2019-09-01,
429,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,10,2019-10-01,
430,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,11,2019-11-01,
431,HR,share of teams constituted as circles,month,0 <= % <= 100,2019,12,2019-12-01,
432,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,1,2020-01-01,
433,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,2,2020-02-01,
434,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,3,2020-03-01,
435,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,4,2020-04-01,
436,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,5,2020-05-01,
437,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,6,2020-06-01,
438,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,7,2020-07-01,
439,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,8,2020-08-01,
440,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,9,2020-09-01,
441,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,10,2020-10-01,
442,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,11,2020-11-01,
443,HR,share of teams constituted as circles,month,0 <= % <= 100,2020,12,2020-12-01,
444,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,1,2021-01-01,
445,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,2,2021-02-01,
446,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,3,2021-03-01,
447,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,4,2021-04-01,
448,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,5,2021-05-01,
449,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,6,2021-06-01,
450,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,7,2021-07-01,
451,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,8,2021-08-01,
452,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,9,2021-09-01,
453,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,10,2021-10-01,
454,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,11,2021-11-01,
455,HR,share of teams constituted as circles,month,0 <= % <= 100,2021,12,2021-12-01,
456,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,1,2022-01-01,
457,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,2,2022-02-01,
458,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,3,2022-03-01,
459,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,4,2022-04-01,
460,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,5,2022-05-01,
461,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,6,2022-06-01,
462,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,7,2022-07-01,
463,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,8,2022-08-01,
464,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,9,2022-09-01,
465,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,10,2022-10-01,
466,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,11,2022-11-01,
467,HR,share of teams constituted as circles,month,0 <= % <= 100,2022,12,2022-12-01,
468,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,1,2023-01-01,35.0
469,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,2,2023-02-01,50.0
470,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,3,2023-03-01,50.0
471,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,4,2023-04-01,55.0
472,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,5,2023-05-01,70.0
473,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,6,2023-06-01,80.0
474,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,7,2023-07-01,85.0
475,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,8,2023-08-01,90.0
476,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,9,2023-09-01,90.0
477,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,10,2023-10-01,90.0
478,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,11,2023-11-01,95.0
479,HR,share of teams constituted as circles,month,0 <= % <= 100,2023,12,2023-12-01,95.0
480,HR,share short tern leave,month,0 <= % <= 100,2014,1,2014-01-01,
481,HR,share short tern leave,month,0 <= % <= 100,2014,2,2014-02-01,
482,HR,share short tern leave,month,0 <= % <= 100,2014,3,2014-03-01,0.8623584679905706
483,HR,share short tern leave,month,0 <= % <= 100,2014,4,2014-04-01,0.7883862425893038
484,HR,share short tern leave,month,0 <= % <= 100,2014,5,2014-05-01,0.7809676971642674
485,HR,share short tern leave,month,0 <= % <= 100,2014,6,2014-06-01,0.8157545222002579
486,HR,share short tern leave,month,0 <= % <= 100,2014,7,2014-07-01,1.0412930872640176
487,HR,share short tern leave,month,0 <= % <= 100,2014,8,2014-08-01,0.9653949485360649
488,HR,share short tern leave,month,0 <= % <= 100,2014,9,2014-09-01,0.7917758375968094
489,HR,share short tern leave,month,0 <= % <= 100,2014,10,2014-10-01,0.7255385473860383
490,HR,share short tern leave,month,0 <= % <= 100,2014,11,2014-11-01,0.7475941211644863
491,HR,share short tern leave,month,0 <= % <= 100,2014,12,2014-12-01,0.4970324617285168
492,HR,share short tern leave,month,0 <= % <= 100,2015,1,2015-01-01,0.5794841704347863
493,HR,share short tern leave,month,0 <= % <= 100,2015,2,2015-02-01,0.6948982481524821
494,HR,share short tern leave,month,0 <= % <= 100,2015,3,2015-03-01,0.7243635694554291
495,HR,share short tern leave,month,0 <= % <= 100,2015,4,2015-04-01,0.6048782468583817
496,HR,share short tern leave,month,0 <= % <= 100,2015,5,2015-05-01,0.7770708007271615
497,HR,share short tern leave,month,0 <= % <= 100,2015,6,2015-06-01,0.6649318776666092
498,HR,share short tern leave,month,0 <= % <= 100,2015,7,2015-07-01,0.5353188468932172
499,HR,share short tern leave,month,0 <= % <= 100,2015,8,2015-08-01,0.458404923393115
500,HR,share short tern leave,month,0 <= % <= 100,2015,9,2015-09-01,0.44997605314692
501,HR,share short tern leave,month,0 <= % <= 100,2015,10,2015-10-01,0.5485277663505097
502,HR,share short tern leave,month,0 <= % <= 100,2015,11,2015-11-01,0.5784298201418846
503,HR,share short tern leave,month,0 <= % <= 100,2015,12,2015-12-01,0.8269786461365849
504,HR,share short tern leave,month,0 <= % <= 100,2016,1,2016-01-01,1.0208366563539255
505,HR,share short tern leave,month,0 <= % <= 100,2016,2,2016-02-01,0.9972817643606936
506,HR,share short tern leave,month,0 <= % <= 100,2016,3,2016-03-01,0.7509671839151906
507,HR,share short tern leave,month,0 <= % <= 100,2016,4,2016-04-01,0.8549121134412898
508,HR,share short tern leave,month,0 <= % <= 100,2016,5,2016-05-01,0.7535761214942893
509,HR,share short tern leave,month,0 <= % <= 100,2016,6,2016-06-01,0.7987151154868315
510,HR,share short tern leave,month,0 <= % <= 100,2016,7,2016-07-01,1.1332502940333573
511,HR,share short tern leave,month,0 <= % <= 100,2016,8,2016-08-01,1.169303116916123
512,HR,share short tern leave,month,0 <= % <= 100,2016,9,2016-09-01,1.1555522751464156
513,HR,share short tern leave,month,0 <= % <= 100,2016,10,2016-10-01,1.0486055151420766
514,HR,share short tern leave,month,0 <= % <= 100,2016,11,2016-11-01,0.9214834049217604
515,HR,share short tern leave,month,0 <= % <= 100,2016,12,2016-12-01,0.61923333946448
516,HR,share short tern leave,month,0 <= % <= 100,2017,1,2017-01-01,0.5929622355041438
517,HR,share short tern leave,month,0 <= % <= 100,2017,2,2017-02-01,0.551890056846844
518,HR,share short tern leave,month,0 <= % <= 100,2017,3,2017-03-01,0.6556282099407033
519,HR,share short tern leave,month,0 <= % <= 100,2017,4,2017-04-01,0.7818112110622227
520,HR,share short tern leave,month,0 <= % <= 100,2017,5,2017-05-01,0.9944234684397664
521,HR,share short tern leave,month,0 <= % <= 100,2017,6,2017-06-01,1.3069768507292703
522,HR,share short tern leave,month,0 <= % <= 100,2017,7,2017-07-01,1.3152867438489797
523,HR,share short tern leave,month,0 <= % <= 100,2017,8,2017-08-01,1.3356286888349875
524,HR,share short tern leave,month,0 <= % <= 100,2017,9,2017-09-01,1.107356646275195
525,HR,share short tern leave,month,0 <= % <= 100,2017,10,2017-10-01,1.2829783537446082
526,HR,share short tern leave,month,0 <= % <= 100,2017,11,2017-11-01,1.0432696415599776
527,HR,share short tern leave,month,0 <= % <= 100,2017,12,2017-12-01,0.9857019753592006
528,HR,share short tern leave,month,0 <= % <= 100,2018,1,2018-01-01,0.9471226280526078
529,HR,share short tern leave,month,0 <= % <= 100,2018,2,2018-02-01,0.9200342750831861
530,HR,share short tern leave,month,0 <= % <= 100,2018,3,2018-03-01,0.6006771399607994
531,HR,share short tern leave,month,0 <= % <= 100,2018,4,2018-04-01,0.5785585113899805
532,HR,share short tern leave,month,0 <= % <= 100,2018,5,2018-05-01,0.6045216595678481
533,HR,share short tern leave,month,0 <= % <= 100,2018,6,2018-06-01,0.4928962461562
534,HR,share short tern leave,month,0 <= % <= 100,2018,7,2018-07-01,0.6284644208719822
535,HR,share short tern leave,month,0 <= % <= 100,2018,8,2018-08-01,0.5237154499368005
536,HR,share short tern leave,month,0 <= % <= 100,2018,9,2018-09-01,0.49477646932493996
537,HR,share short tern leave,month,0 <= % <= 100,2018,10,2018-10-01,0.7507152958382688
538,HR,share short tern leave,month,0 <= % <= 100,2018,11,2018-11-01,1.0361885632616104
539,HR,share short tern leave,month,0 <= % <= 100,2018,12,2018-12-01,0.8761594393034852
540,HR,share short tern leave,month,0 <= % <= 100,2019,1,2019-01-01,0.9435768588172275
541,HR,share short tern leave,month,0 <= % <= 100,2019,2,2019-02-01,1.0461077748565315
542,HR,share short tern leave,month,0 <= % <= 100,2019,3,2019-03-01,0.9510497025969148
543,HR,share short tern leave,month,0 <= % <= 100,2019,4,2019-04-01,0.6446826507952657
544,HR,share short tern leave,month,0 <= % <= 100,2019,5,2019-05-01,0.8921092714462988
545,HR,share short tern leave,month,0 <= % <= 100,2019,6,2019-06-01,1.0968636394391864
546,HR,share short tern leave,month,0 <= % <= 100,2019,7,2019-07-01,1.0328728112386767
547,HR,share short tern leave,month,0 <= % <= 100,2019,8,2019-08-01,0.9057632651831712
548,HR,share short tern leave,month,0 <= % <= 100,2019,9,2019-09-01,0.8738168270335922
549,HR,share short tern leave,month,0 <= % <= 100,2019,10,2019-10-01,0.6934606109816892
550,HR,share short tern leave,month,0 <= % <= 100,2019,11,2019-11-01,0.8747457456148512
551,HR,share short tern leave,month,0 <= % <= 100,2019,12,2019-12-01,0.9598335491473746
552,HR,share short tern leave,month,0 <= % <= 100,2020,1,2020-01-01,0.9422897573251321
553,HR,share short tern leave,month,0 <= % <= 100,2020,2,2020-02-01,1.2178819729272337
554,HR,share short tern leave,month,0 <= % <= 100,2020,3,2020-03-01,1.246903685659777
555,HR,share short tern leave,month,0 <= % <= 100,2020,4,2020-04-01,0.9214408734682953
556,HR,share short tern leave,month,0 <= % <= 100,2020,5,2020-05-01,1.1989402851387012
557,HR,share short tern leave,month,0 <= % <= 100,2020,6,2020-06-01,1.1005046934696174
558,HR,share short tern leave,month,0 <= % <= 100,2020,7,2020-07-01,1.1209346583874604
559,HR,share short tern leave,month,0 <= % <= 100,2020,8,2020-08-01,1.4662484122434845
560,HR,share short tern leave,month,0 <= % <= 100,2020,9,2020-09-01,1.3246978334317068
561,HR,share short tern leave,month,0 <= % <= 100,2020,10,2020-10-01,0.9902491860885834
562,HR,share short tern leave,month,0 <= % <= 100,2020,11,2020-11-01,1.185867410902603
563,HR,share short tern leave,month,0 <= % <= 100,2020,12,2020-12-01,1.1767151726569711
564,HR,share short tern leave,month,0 <= % <= 100,2021,1,2021-01-01,0.7922548504036271
565,HR,share short tern leave,month,0 <= % <= 100,2021,2,2021-02-01,0.8335647183797754
566,HR,share short tern leave,month,0 <= % <= 100,2021,3,2021-03-01,0.799575399378847
567,HR,share short tern leave,month,0 <= % <= 100,2021,4,2021-04-01,1.071990656789455
568,HR,share short tern leave,month,0 <= % <= 100,2021,5,2021-05-01,0.8425309932191348
569,HR,share short tern leave,month,0 <= % <= 100,2021,6,2021-06-01,1.2458020861328856
570,HR,share short tern leave,month,0 <= % <= 100,2021,7,2021-07-01,1.6731446133326338
571,HR,share short tern leave,month,0 <= % <= 100,2021,8,2021-08-01,1.6334424950977506
572,HR,share short tern leave,month,0 <= % <= 100,2021,9,2021-09-01,1.4632562830421836
573,HR,share short tern leave,month,0 <= % <= 100,2021,10,2021-10-01,2.0523351048573097
574,HR,share short tern leave,month,0 <= % <= 100,2021,11,2021-11-01,1.6496871720383237
575,HR,share short tern leave,month,0 <= % <= 100,2021,12,2021-12-01,1.3798634747339749
576,HR,share short tern leave,month,0 <= % <= 100,2022,1,2022-01-01,1.5807644266290526
577,HR,share short tern leave,month,0 <= % <= 100,2022,2,2022-02-01,1.7360048980026257
578,HR,share short tern leave,month,0 <= % <= 100,2022,3,2022-03-01,1.2231262530951685
579,HR,share short tern leave,month,0 <= % <= 100,2022,4,2022-04-01,1.1541312106033177
580,HR,share short tern leave,month,0 <= % <= 100,2022,5,2022-05-01,1.2258576230533689
581,HR,share short tern leave,month,0 <= % <= 100,2022,6,2022-06-01,1.550534745542767
582,HR,share short tern leave,month,0 <= % <= 100,2022,7,2022-07-01,1.392132788893958
583,HR,share short tern leave,month,0 <= % <= 100,2022,8,2022-08-01,1.5447636419831574
584,HR,share short tern leave,month,0 <= % <= 100,2022,9,2022-09-01,1.615432748132959
585,HR,share short tern leave,month,0 <= % <= 100,2022,10,2022-10-01,1.359856233575478
586,HR,share short tern leave,month,0 <= % <= 100,2022,11,2022-11-01,1.1751675064274933
587,HR,share short tern leave,month,0 <= % <= 100,2022,12,2022-12-01,1.28075646630081
588,HR,share short tern leave,month,0 <= % <= 100,2023,1,2023-01-01,1.5010042581190677
589,HR,share short tern leave,month,0 <= % <= 100,2023,2,2023-02-01,1.8213625970867373
590,HR,share short tern leave,month,0 <= % <= 100,2023,3,2023-03-01,2.45
591,HR,share short tern leave,month,0 <= % <= 100,2023,4,2023-04-01,2.558
592,HR,share short tern leave,month,0 <= % <= 100,2023,5,2023-05-01,2.5260000000000002
593,HR,share short tern leave,month,0 <= % <= 100,2023,6,2023-06-01,2.2039999999999997
594,HR,share short tern leave,month,0 <= % <= 100,2023,7,2023-07-01,1.956
595,HR,share short tern leave,month,0 <= % <= 100,2023,8,2023-08-01,1.456
596,HR,share short tern leave,month,0 <= % <= 100,2023,9,2023-09-01,1.1
597,HR,share short tern leave,month,0 <= % <= 100,2023,10,2023-10-01,0.892
598,HR,share short tern leave,month,0 <= % <= 100,2023,11,2023-11-01,0.892
599,HR,share short tern leave,month,0 <= % <= 100,2023,12,2023-12-01,0.892
600,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,3,2014-03-01,252685.97
601,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,3,2014-03-01,252685.97
602,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,3,2014-03-01,252685.97
603,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,6,2014-06-01,19171.68
604,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,6,2014-06-01,19171.68
605,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,6,2014-06-01,19171.68
606,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,9,2014-09-01,42850.85
607,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,9,2014-09-01,42850.85
608,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,9,2014-09-01,42850.85
609,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,12,2014-12-01,120769.67
610,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,12,2014-12-01,120769.67
611,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,12,2014-12-01,120769.67
612,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,3,2015-03-01,59854.49
613,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,3,2015-03-01,59854.49
614,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,3,2015-03-01,59854.49
615,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,6,2015-06-01,98392.28
616,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,6,2015-06-01,98392.28
617,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,6,2015-06-01,98392.28
618,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,9,2015-09-01,58148.09
619,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,9,2015-09-01,58148.09
620,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,9,2015-09-01,58148.09
621,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,12,2015-12-01,51376.5
622,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,12,2015-12-01,51376.5
623,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,12,2015-12-01,51376.5
624,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,3,2016-03-01,160994.45
625,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,3,2016-03-01,160994.45
626,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,3,2016-03-01,160994.45
627,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,6,2016-06-01,75724.5
628,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,6,2016-06-01,75724.5
629,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,6,2016-06-01,75724.5
630,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,9,2016-09-01,164385.97
631,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,9,2016-09-01,164385.97
632,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,9,2016-09-01,164385.97
633,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,12,2016-12-01,142473.52
634,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,12,2016-12-01,142473.52
