,kpi,circle,periodicity,unit,initial_value,target_value,date,value,cumulated_value,progress,performance
203,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-08-01,0.9000706767882362,0.9000706767882362,74.28369494890754,26.93702003819496
204,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-09-01,1.1816287698581556,1.1816287698581556,66.23917800405269,45.706845295559894
205,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-10-01,1.2802076983329518,1.2802076983329518,63.422637190487094,52.278523777096964
206,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-11-01,1.2457022850825168,1.2457022850825168,64.40850614049953,49.978250430015464
207,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-12-01,1.238125301965899,1.238125301965899,64.62499137240289,49.47313744417917
208,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-01-01,1.301723776202616,1.301723776202616,62.80789210849669,53.71287438458302
209,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-02-01,1.428436631695515,1.428436631695515,59.187524808699564,62.160076628110176
210,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-03-01,1.445230845536038,1.445230845536038,58.70769012754177,63.279648279148304
211,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-04-01,1.5869400891477363,1.5869400891477363,54.65885459577896,72.72657168647657
212,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-05-01,1.6986933846143366,1.6986933846143366,51.46590329673324,80.17650787894065
213,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-06-01,1.5262389423807527,1.5262389423807527,56.39317307483564,68.67998256053372
214,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-07-01,1.320454963585605,1.320454963585605,62.27271532612557,54.96157269123889
215,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-08-01,1.344346664221989,1.344346664221989,61.59009530794316,56.554292123156756
216,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-09-01,1.5011198315178174,1.5011198315178174,57.110861956633784,67.00543889397824
217,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-10-01,1.3686862266523463,1.3686862266523463,60.8946792385044,58.176867871832115
218,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-11-01,1.479738156646132,1.479738156646132,57.721766952967656,65.58004814539242
219,involuntary headcount change (FTE),HR,month,%,3.5,0,2018-12-01,1.6268969317817352,1.6268969317817352,53.51723052052185,75.39025982947713
220,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-01-01,1.6270287032736093,1.6270287032736093,53.51346562075402,75.39904426131288
221,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-02-01,1.5591072385987872,1.5591072385987872,55.4540788971775,70.87111892530024
222,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-03-01,1.674425254768717,1.674425254768717,52.159278435179516,78.55869412136485
223,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-04-01,1.6516130486441951,1.6516130486441951,52.811055753023,77.03793825168387
224,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-05-01,1.5726282254928257,1.5726282254928257,55.06776498591927,71.77248375037453
225,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-06-01,1.293446352350122,1.293446352350122,63.04438993285366,53.16106712662623
226,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-07-01,1.3022783509239322,1.3022783509239322,62.79204711645908,53.74984462577823
227,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-08-01,1.2591173696936464,1.2591173696936464,64.02521800875297,50.8725553715578
228,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-09-01,1.3136670560521124,1.3136670560521124,62.46665554136822,54.50906274248324
229,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-10-01,1.397407649001785,1.397407649001785,60.074067171377564,60.09155649883624
230,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-11-01,1.6110911733011175,1.6110911733011175,53.96882361996808,74.33658269483466
231,involuntary headcount change (FTE),HR,month,%,3.5,0,2019-12-01,1.4835160780501158,1.4835160780501158,57.613826341425266,65.83189998817083
232,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-01-01,1.424025921629871,1.424025921629871,59.3135450962894,61.866040479866754
233,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-02-01,1.4085410770138678,1.4085410770138678,59.75596922817521,60.83375678874356
234,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-03-01,1.3281902661861962,1.3281902661861962,62.0517066803944,55.47723990770168
235,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-04-01,1.1648499669644743,1.1648499669644743,66.7185723724436,44.58830100188207
236,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-05-01,0.981176362042649,0.981176362042649,71.96638965592432,32.34385996598963
237,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-06-01,1.1409175293622351,1.1409175293622351,67.40235630393614,42.99286587558554
238,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-07-01,1.0270563289022618,1.0270563289022618,70.65553345993537,35.402408031076774
239,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-08-01,0.7727762725729019,0.7727762725729019,77.92067792648851,18.451049355161285
240,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-09-01,1.119814229234268,1.119814229234268,68.00530773616377,41.586032737042785
241,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-10-01,1.3462077952570934,1.3462077952570934,61.53692013551161,56.67836280402081
242,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-11-01,1.3836870021443015,1.3836870021443015,60.46608565301995,59.17688151604672
243,involuntary headcount change (FTE),HR,month,%,3.5,0,2020-12-01,1.3895434722100368,1.3895434722100368,60.298757936856084,59.567297996568705
244,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-01-01,1.7176249984591507,1.7176249984591507,50.92500004402426,81.43856744125921
245,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-02-01,1.4844924213471118,1.4844924213471118,57.58593081865395,65.89698706443279
246,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-03-01,1.5802454141832825,1.5802454141832825,54.85013102333479,72.28027700580316
247,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-04-01,1.6554632677420489,1.6554632677420489,52.70104949308432,77.2946097573093
248,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-05-01,1.821877160052539,1.821877160052539,47.94636685564174,88.3884470716932
249,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-06-01,1.7515009915520905,1.7515009915520905,49.95711452708313,83.69688104127455
250,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-07-01,1.986567027495918,1.986567027495918,43.2409420715452,99.36735376858996
251,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-08-01,1.99605708209479,1.99605708209479,42.96979765443457,100.0
252,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-09-01,1.9371299899877124,1.9371299899877124,44.653428857493935,96.07167668414407
253,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-10-01,1.973843091565572,1.973843091565572,43.604483098126515,98.5191236524015
254,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-11-01,1.8707230024054256,1.8707230024054256,46.55077135984499,91.64471264557888
255,involuntary headcount change (FTE),HR,month,%,3.5,0,2021-12-01,1.7504928058756346,1.7504928058756346,49.98591983212472,83.62967122049572
256,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-01-01,1.72961836833761,1.72961836833761,50.58233233321114,82.23809500735096
257,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-02-01,1.3361422652381922,1.3361422652381922,61.82450670748023,56.00735300452405
258,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-03-01,0.9912394479571937,0.9912394479571937,71.67887291550875,33.01470683139637
259,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-04-01,1.1119714920279389,1.1119714920279389,68.22938594205888,41.06320348608008
260,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-05-01,1.0576224544642912,1.0576224544642912,69.78221558673454,37.44007219245285
261,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-06-01,1.0634664717560345,1.0634664717560345,69.61524366411331,37.829658519633306
262,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-07-01,1.2728019032804967,1.2728019032804967,63.63423133484295,51.78482289458701
263,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-08-01,1.4718219242174322,1.4718219242174322,57.94794502235908,65.0523193993873
264,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-09-01,1.4855224011241142,1.4855224011241142,57.55650282502531,65.96564976995892
265,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-10-01,1.6118741310571658,1.6118741310571658,53.94645339836669,74.38877789229707
266,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-11-01,1.7457809812938412,1.7457809812938412,50.120543391604535,83.31556153506872
267,involuntary headcount change (FTE),HR,month,%,3.5,0,2022-12-01,1.6740168637177704,1.6740168637177704,52.17094675092084,78.53146908734307
268,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-01-01,1.6958996600618337,1.6958996600618337,51.54572399823333,79.99026666279963
269,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-02-01,1.6596283693686644,1.6596283693686644,52.582046589466735,77.57227263269796
270,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-03-01,1.234,1.234,64.74285714285715,49.19812777853777
271,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-04-01,0.782,0.782,77.65714285714286,19.06594111742792
272,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-05-01,0.688,0.688,80.34285714285716,12.799512917993564
273,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-06-01,0.596,0.596,82.97142857142858,6.666412978121647
274,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-07-01,0.496,0.496,85.82857142857144,0.0
275,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-08-01,0.6980000000000001,0.6980000000000001,80.05714285714286,13.466154215805734
276,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-09-01,0.89,0.89,74.57142857142857,26.265667133799298
277,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-10-01,0.788,0.788,77.48571428571428,19.465925896115216
278,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-11-01,0.788,0.788,77.48571428571428,19.465925896115216
279,involuntary headcount change (FTE),HR,month,%,3.5,0,2023-12-01,0.788,0.788,77.48571428571428,19.465925896115216
280,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-01-01,35.0,35.0,35.0,0.0
281,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-02-01,50.0,50.0,50.0,25.0
282,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-03-01,50.0,50.0,50.0,25.0
283,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-04-01,55.0,55.0,55.00000000000001,33.33333333333333
284,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-05-01,70.0,70.0,70.0,58.333333333333336
285,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-06-01,80.0,80.0,80.0,75.0
286,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-07-01,85.0,85.0,85.0,83.33333333333334
287,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-08-01,90.0,90.0,90.0,91.66666666666666
288,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-09-01,90.0,90.0,90.0,91.66666666666666
289,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-10-01,90.0,90.0,90.0,91.66666666666666
290,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-11-01,95.0,95.0,95.0,100.0
291,share of teams constituted as circles,HR,month,%_cumulative,0,100,2023-12-01,95.0,95.0,95.0,100.0
292,share short term leave,HR,month,%,3.5,0,2014-01-01,1.7087946225728958,1.7087946225728958,51.177296497917254,59.9732018900831
293,share short term leave,HR,month,%,3.5,0,2014-02-01,1.293372965451075,1.293372965451075,63.04648670139785,40.392545382135346
294,share short term leave,HR,month,%,3.5,0,2014-03-01,0.9160382166879648,0.9160382166879648,73.827479523201,22.60709299327112
295,share short term leave,HR,month,%,3.5,0,2014-04-01,0.7930444778002217,0.7930444778002217,77.3415863485651,16.80985514468469
296,share short term leave,HR,month,%,3.5,0,2014-05-01,0.7123698847100066,0.7123698847100066,79.64657472257124,13.00730544816098
297,share short term leave,HR,month,%,3.5,0,2014-06-01,0.7348432594525638,0.7348432594525638,79.00447830135532,14.066574804643665
298,share short term leave,HR,month,%,3.5,0,2014-07-01,0.9666021230689388,0.9666021230689388,72.3827964837446,24.990393106715956
299,share short term leave,HR,month,%,3.5,0,2014-08-01,0.8988805044308226,0.8988805044308226,74.31769987340508,21.798374274808186
300,share short term leave,HR,month,%,3.5,0,2014-09-01,0.7275416165973623,0.7275416165973623,79.2130966686468,13.722416145025477
301,share short term leave,HR,month,%,3.5,0,2014-10-01,0.6630083219338406,0.6630083219338406,81.05690508760456,10.680677096350777
302,share short term leave,HR,month,%,3.5,0,2014-11-01,0.68980511125855,0.68980511125855,80.29128253547,11.943728067063915
303,share short term leave,HR,month,%,3.5,0,2014-12-01,0.4364079228742813,0.4364079228742813,87.53120220359196,0.0
304,share short term leave,HR,month,%,3.5,0,2015-01-01,0.5530979345637622,0.5530979345637622,84.1972018696068,5.500115359007642
305,share short term leave,HR,month,%,3.5,0,2015-02-01,0.6974511018315034,0.6974511018315034,80.07282566195705,12.304117354683802
306,share short term leave,HR,month,%,3.5,0,2015-03-01,0.7437292535384645,0.7437292535384645,78.75059275604387,14.485410931612014
307,share short term leave,HR,month,%,3.5,0,2015-04-01,0.6432235683231863,0.6432235683231863,81.62218376219468,9.748134322272442
308,share short term leave,HR,month,%,3.5,0,2015-05-01,0.8318047776932846,0.8318047776932846,76.23414920876328,18.636799179353904
309,share short term leave,HR,month,%,3.5,0,2015-06-01,0.6909147123694217,0.6909147123694217,80.25957964658795,11.996028465563466
310,share short term leave,HR,month,%,3.5,0,2015-07-01,0.534070145380732,0.534070145380732,84.74085298912193,4.603251659893128
311,share short term leave,HR,month,%,3.5,0,2015-08-01,0.453972292052484,0.453972292052484,87.02936308421475,0.8278862542698822
312,share short term leave,HR,month,%,3.5,0,2015-09-01,0.4392060717967201,0.4392060717967201,87.45125509152228,0.13188911066399045
313,share short term leave,HR,month,%,3.5,0,2015-10-01,0.4512788156880326,0.4512788156880326,87.1063195517705,0.7009308233229257
314,share short term leave,HR,month,%,3.5,0,2015-11-01,0.4716833283788885,0.4716833283788885,86.5233334748889,1.6626855786715342
315,share short term leave,HR,month,%,3.5,0,2015-12-01,0.7517508145189068,0.7517508145189068,78.5214052994598,14.86350251042813
316,share short term leave,HR,month,%,3.5,0,2016-01-01,0.9565581003519824,0.9565581003519824,72.66976856137192,24.51697397844679
317,share short term leave,HR,month,%,3.5,0,2016-02-01,0.9344918119585556,0.9344918119585556,73.30023394404127,23.476892398611625
318,share short term leave,HR,month,%,3.5,0,2016-03-01,0.7579639047182651,0.7579639047182651,78.343888436621,15.156352878147061
319,share short term leave,HR,month,%,3.5,0,2016-04-01,0.8917120066279246,0.8917120066279246,74.52251409634502,21.46049132925111
320,share short term leave,HR,month,%,3.5,0,2016-05-01,0.7734515522250509,0.7734515522250509,77.9013842221414,15.886354072710724
321,share short term leave,HR,month,%,3.5,0,2016-06-01,0.8230720617968508,0.8230720617968508,76.48365537723282,18.225187730075458
322,share short term leave,HR,month,%,3.5,0,2016-07-01,1.1709798102057207,1.1709798102057207,66.54343399412227,34.62361569178839
323,share short term leave,HR,month,%,3.5,0,2016-08-01,1.2016287654783742,1.2016287654783742,65.66774955776073,36.06823624835532
324,share short term leave,HR,month,%,3.5,0,2016-09-01,1.1596223521285465,1.1596223521285465,66.86793279632724,34.08828855705657
325,share short term leave,HR,month,%,3.5,0,2016-10-01,1.0313277253480757,1.0313277253480757,70.53349356148354,28.04119646222366
326,share short term leave,HR,month,%,3.5,0,2016-11-01,0.9368018353060764,0.9368018353060764,73.23423327696925,23.585773996182937
327,share short term leave,HR,month,%,3.5,0,2016-12-01,0.6233682974292385,0.6233682974292385,82.18947721630747,8.81226775734601
328,share short term leave,HR,month,%,3.5,0,2017-01-01,0.6044445256865963,0.6044445256865963,82.73015640895439,7.920306859364169
329,share short term leave,HR,month,%,3.5,0,2017-02-01,0.5799872092017482,0.5799872092017482,83.42893687995004,6.767525570796089
330,share short term leave,HR,month,%,3.5,0,2017-03-01,0.7058882442072835,0.7058882442072835,79.83176445122047,12.701797119175124
331,share short term leave,HR,month,%,3.5,0,2017-04-01,0.8248238410504832,0.8248238410504832,76.43360454141475,18.307756819228814
332,share short term leave,HR,month,%,3.5,0,2017-05-01,1.0402378258055769,1.0402378258055769,70.2789192626978,28.46116882889899
333,share short term leave,HR,month,%,3.5,0,2017-06-01,1.352529185151528,1.352529185151528,61.35630899567063,43.18083915162361
334,share short term leave,HR,month,%,3.5,0,2017-07-01,1.346713289654165,1.346713289654165,61.52247743845243,42.90671032355773
335,share short term leave,HR,month,%,3.5,0,2017-08-01,1.309223355387109,1.309223355387109,62.593618417511166,41.13964422865384
336,share short term leave,HR,month,%,3.5,0,2017-09-01,1.0434594610348418,1.0434594610348418,70.18687254186166,28.613018718611507
337,share short term leave,HR,month,%,3.5,0,2017-10-01,1.1500783243506212,1.1500783243506212,67.14061930426797,33.63843639740601
338,share short term leave,HR,month,%,3.5,0,2017-11-01,0.9020918949696896,0.9020918949696896,74.22594585800887,21.94974128703882
339,share short term leave,HR,month,%,3.5,0,2017-12-01,0.8537471301445185,0.8537471301445185,75.60722485301376,19.67103911113951
340,share short term leave,HR,month,%,3.5,0,2018-01-01,0.8923612681480844,0.8923612681480844,74.50396376719759,21.491093890750083
341,share short term leave,HR,month,%,3.5,0,2018-02-01,0.8887560320260629,0.8887560320260629,74.60697051354106,21.32116319762147
342,share short term leave,HR,month,%,3.5,0,2018-03-01,0.646561519211692,0.646561519211692,81.5268137368088,9.905466682460547
343,share short term leave,HR,month,%,3.5,0,2018-04-01,0.6248064651262938,0.6248064651262938,82.14838671067731,8.88005494945335
344,share short term leave,HR,month,%,3.5,0,2018-05-01,0.6474679858480585,0.6474679858480585,81.50091469005547,9.948192456474304
345,share short term leave,HR,month,%,3.5,0,2018-06-01,0.5089836528142834,0.5089836528142834,85.4576099195919,3.420814525209101
346,share short term leave,HR,month,%,3.5,0,2018-07-01,0.6173181783708129,0.6173181783708129,82.36233776083391,8.527098938907447
347,share short term leave,HR,month,%,3.5,0,2018-08-01,0.498571426162835,0.498571426162835,85.75510210963328,2.930040320134081
348,share short term leave,HR,month,%,3.5,0,2018-09-01,0.4692652065708209,0.4692652065708209,86.59242266940511,1.5487088234725035
349,share short term leave,HR,month,%,3.5,0,2018-10-01,0.6860725344632934,0.6860725344632934,80.39792758676305,11.767795245882125
350,share short term leave,HR,month,%,3.5,0,2018-11-01,0.9750500055957187,0.9750500055957187,72.14142841155089,25.38857910193446
351,share short term leave,HR,month,%,3.5,0,2018-12-01,0.8432229665452692,0.8432229665452692,75.90791524156374,19.174988823588134
352,share short term leave,HR,month,%,3.5,0,2019-01-01,0.9145756964037876,0.9145756964037876,73.86926581703463,22.538157956232396
353,share short term leave,HR,month,%,3.5,0,2019-02-01,1.044950695790312,1.044950695790312,70.14426583456252,28.68330719543739
354,share short term leave,HR,month,%,3.5,0,2019-03-01,1.013859884825855,1.013859884825855,71.03257471926128,27.21786002961944
355,share short term leave,HR,month,%,3.5,0,2019-04-01,0.7016814543326565,0.7016814543326565,79.95195844763839,12.50351254223014
356,share short term leave,HR,month,%,3.5,0,2019-05-01,0.9180783420048126,0.9180783420048126,73.76919022843393,22.703253105238154
357,share short term leave,HR,month,%,3.5,0,2019-06-01,1.1266833326550345,1.1266833326550345,67.80904763842759,32.535727165606765
358,share short term leave,HR,month,%,3.5,0,2019-07-01,1.0377111579193397,1.0377111579193397,70.35110977373316,28.342075817877742
359,share short term leave,HR,month,%,3.5,0,2019-08-01,0.8892045144283898,0.8892045144283898,74.59415673061743,21.342302152991934
360,share short term leave,HR,month,%,3.5,0,2019-09-01,0.8568510048023082,0.8568510048023082,75.51854271993406,19.817338425284518
361,share short term leave,HR,month,%,3.5,0,2019-10-01,0.6774132479193445,0.6774132479193445,80.64533577373301,11.359644846127601
362,share short term leave,HR,month,%,3.5,0,2019-11-01,0.863567871058925,0.863567871058925,75.32663225545929,20.133933982415204
363,share short term leave,HR,month,%,3.5,0,2019-12-01,0.9545286073659138,0.9545286073659138,72.72775407525961,24.421315015163984
364,share short term leave,HR,month,%,3.5,0,2020-01-01,0.9542129108059546,0.9542129108059546,72.73677397697273,24.40643484270468
365,share short term leave,HR,month,%,3.5,0,2020-02-01,1.215586631002091,1.215586631002091,65.26895339994026,36.72613206509624
366,share short term leave,HR,month,%,3.5,0,2020-03-01,1.3048186461027564,1.3048186461027564,62.71946725420696,40.93203083624714
367,share short term leave,HR,month,%,3.5,0,2020-04-01,0.980125144347776,0.980125144347776,71.9964244472064,25.62779279465021
368,share short term leave,HR,month,%,3.5,0,2020-05-01,1.3104844391708754,1.3104844391708754,62.5575874522607,41.19908467422125
369,share short term leave,HR,month,%,3.5,0,2020-06-01,1.1960552249820586,1.1960552249820586,65.82699357194119,35.80553068132348
370,share short term leave,HR,month,%,3.5,0,2020-07-01,1.2320342236138608,1.2320342236138608,64.79902218246112,37.50137970997115
371,share short term leave,HR,month,%,3.5,0,2020-08-01,1.542394316398524,1.542394316398524,55.931590960042165,52.130020914416605
372,share short term leave,HR,month,%,3.5,0,2020-09-01,1.3914917409072485,1.3914917409072485,60.24309311693575,45.01731639792375
373,share short term leave,HR,month,%,3.5,0,2020-10-01,0.985439966680125,0.985439966680125,71.84457238056787,25.878303832547257
374,share short term leave,HR,month,%,3.5,0,2020-11-01,1.196802764718597,1.196802764718597,65.80563529375438,35.84076552899275
375,share short term leave,HR,month,%,3.5,0,2020-12-01,1.256653265981169,1.256653265981169,64.0956209719666,38.66178385329079
376,share short term leave,HR,month,%,3.5,0,2021-01-01,0.8904712818716384,0.8904712818716384,74.55796337509605,21.40201049452028
377,share short term leave,HR,month,%,3.5,0,2021-02-01,0.9372260958177348,0.9372260958177348,73.22211154806472,23.605771266922797
378,share short term leave,HR,month,%,3.5,0,2021-03-01,0.9350228338816176,0.9350228338816176,73.28506188909664,23.501921805950918
379,share short term leave,HR,month,%,3.5,0,2021-04-01,1.2359651354686592,1.2359651354686592,64.68671041518117,37.686660938025305
380,share short term leave,HR,month,%,3.5,0,2021-05-01,0.9454151217744426,0.9454151217744426,72.98813937787307,23.99175620931579
381,share short term leave,HR,month,%,3.5,0,2021-06-01,1.3798524516846542,1.3798524516846542,60.57564423758131,44.468705317212944
382,share short term leave,HR,month,%,3.5,0,2021-07-01,1.8169042927398065,1.8169042927398065,48.08844877886268,65.06888787668308
383,share short term leave,HR,month,%,3.5,0,2021-08-01,1.7647476804490272,1.7647476804490272,49.578637701456366,62.6105165029815
384,share short term leave,HR,month,%,3.5,0,2021-09-01,1.5275841591869794,1.5275841591869794,56.35473830894344,51.43195282813261
385,share short term leave,HR,month,%,3.5,0,2021-10-01,2.107497213040169,2.107497213040169,39.78579391313803,78.76581498314411
386,share short term leave,HR,month,%,3.5,0,2021-11-01,1.654425933310555,1.654425933310555,52.73068761969842,57.410565563876695
387,share short term leave,HR,month,%,3.5,0,2021-12-01,1.3718533679611693,1.3718533679611693,60.80418948682373,44.091673190739236
388,share short term leave,HR,month,%,3.5,0,2022-01-01,1.613670659916434,1.613670659916434,53.8951240023876,55.48958962163357
389,share short term leave,HR,month,%,3.5,0,2022-02-01,1.7883607218061244,1.7883607218061244,48.903979376967875,63.72350337787065
390,share short term leave,HR,month,%,3.5,0,2022-03-01,1.279526511982685,1.279526511982685,63.44209965763756,39.739900907371435
391,share short term leave,HR,month,%,3.5,0,2022-04-01,1.2079241000166183,1.2079241000166183,65.48788285666805,36.36496315481949
392,share short term leave,HR,month,%,3.5,0,2022-05-01,1.2570438907443195,1.2570438907443195,64.08446026444801,38.68019572272423
393,share short term leave,HR,month,%,3.5,0,2022-06-01,1.541744898357215,1.541744898357215,55.95014576122242,52.09941097538494
394,share short term leave,HR,month,%,3.5,0,2022-07-01,1.4126146574367868,1.4126146574367868,59.639581216091806,46.01293269746024
395,share short term leave,HR,month,%,3.5,0,2022-08-01,1.5539820669055222,1.5539820669055222,55.600512374127945,52.67620274795254
396,share short term leave,HR,month,%,3.5,0,2022-09-01,1.607406148935559,1.607406148935559,54.07411003041259,55.194315565493525
397,share short term leave,HR,month,%,3.5,0,2022-10-01,1.3677119630191352,1.3677119630191352,60.92251534231041,43.896470494297944
398,share short term leave,HR,month,%,3.5,0,2022-11-01,1.178761822934658,1.178761822934658,66.32109077329548,34.990416304066315
399,share short term leave,HR,month,%,3.5,0,2022-12-01,1.2557926857759845,1.2557926857759845,64.12020897782902,38.62122090933644
400,share short term leave,HR,month,%,3.5,0,2023-01-01,1.4832594861306887,1.4832594861306887,57.62115753912317,49.342735323307615
401,share short term leave,HR,month,%,3.5,0,2023-02-01,1.818079649368072,1.818079649368072,48.05486716091223,65.12428762298387
402,share short term leave,HR,month,%,3.5,0,2023-03-01,2.45,2.45,29.999999999999993,94.90948325248671
403,share short term leave,HR,month,%,3.5,0,2023-04-01,2.558,2.558,26.914285714285718,100.0
404,share short term leave,HR,month,%,3.5,0,2023-05-01,2.526,2.526,27.828571428571436,98.49169874147753
405,share short term leave,HR,month,%,3.5,0,2023-06-01,2.204,2.204,37.028571428571425,83.31441732759531
406,share short term leave,HR,month,%,3.5,0,2023-07-01,1.956,1.956,44.114285714285714,71.62508257404625
407,share short term leave,HR,month,%,3.5,0,2023-08-01,1.4560000000000002,1.4560000000000002,58.399999999999984,48.05787540963283
408,share short term leave,HR,month,%,3.5,0,2023-09-01,1.1,1.1,68.57142857142857,31.278023908570457
409,share short term leave,HR,month,%,3.5,0,2023-10-01,0.892,0.892,74.51428571428572,21.474065728174466
410,share short term leave,HR,month,%,3.5,0,2023-11-01,0.892,0.892,74.51428571428572,21.474065728174466
411,share short term leave,HR,month,%,3.5,0,2023-12-01,0.892,0.892,74.51428571428572,21.474065728174466
412,additional monetization/savings from programs,Program,quarter,chf,52257.380399999995,391930.353,2014-03-01,252685.97,252685.97,59.00634014706415,30.459511912137632
413,additional monetization/savings from programs,Program,quarter,chf,52257.380399999995,391930.353,2014-06-01,19171.68,271857.65,64.65049836585086,32.83973572122153
414,additional monetization/savings from programs,Program,quarter,chf,52257.380399999995,391930.353,2014-09-01,42850.85,314708.5,77.26582353346767,38.159802267788265
415,additional monetization/savings from programs,Program,quarter,chf,52257.380399999995,391930.353,2014-12-01,120769.67,435478.17,112.82051282051285,53.15373310479393
416,additional monetization/savings from programs,Program,quarter,chf,34810.2768,227605.656,2015-03-01,59854.49,59854.49,12.990048466887739,6.5188828260645995
417,additional monetization/savings from programs,Program,quarter,chf,34810.2768,227605.656,2015-06-01,98392.28,158246.77,64.02461185127822,18.734590968806863
418,additional monetization/savings from programs,Program,quarter,chf,34810.2768,227605.656,2015-09-01,58148.09,216394.86,94.1851324204351,25.953857526080565
419,additional monetization/savings from programs,Program,quarter,chf,34810.2768,227605.656,2015-12-01,51376.5,267771.36,120.83333333333333,32.33241008524067
420,additional monetization/savings from programs,Program,quarter,chf,70665.19720000001,489220.5960000001,2016-03-01,160994.45,160994.45,21.581194044796533,19.075724002309595
421,additional monetization/savings from programs,Program,quarter,chf,70665.19720000001,489220.5960000001,2016-06-01,75724.5,236718.95,39.67306437238099,28.477156627461554
422,additional monetization/savings from programs,Program,quarter,chf,70665.19720000001,489220.5960000001,2016-09-01,164385.97,401104.92000000004,78.94766708239148,48.886187013601464
