,circle,kpi,periodicity,range,period_year,period_month,date,value
902,Programs - Parents -Online,count leads,month,0 <= X,2020,3,2020-03-01,664.0
903,Programs - Parents -Online,count leads,month,0 <= X,2020,4,2020-04-01,722.0
904,Programs - Parents -Online,count leads,month,0 <= X,2020,5,2020-05-01,585.0
905,Programs - Parents -Online,count leads,month,0 <= X,2020,6,2020-06-01,386.0
906,Programs - Parents -Online,count leads,month,0 <= X,2020,7,2020-07-01,345.0
907,Programs - Parents -Online,count leads,month,0 <= X,2020,8,2020-08-01,723.0
908,Programs - Parents -Online,count leads,month,0 <= X,2020,9,2020-09-01,443.0
909,Programs - Parents -Online,count leads,month,0 <= X,2020,10,2020-10-01,441.0
910,Programs - Parents -Online,count leads,month,0 <= X,2020,11,2020-11-01,561.0
911,Programs - Parents -Online,count leads,month,0 <= X,2020,12,2020-12-01,751.0
1020,Programs - Parents -Online,count leads,month,0 <= X,2021,1,2021-01-01,634.0
1021,Programs - Parents -Online,count leads,month,0 <= X,2021,2,2021-02-01,329.0
1022,Programs - Parents -Online,count leads,month,0 <= X,2021,3,2021-03-01,664.0
1023,Programs - Parents -Online,count leads,month,0 <= X,2021,4,2021-04-01,722.0
1024,Programs - Parents -Online,count leads,month,0 <= X,2021,5,2021-05-01,585.0
1025,Programs - Parents -Online,count leads,month,0 <= X,2021,6,2021-06-01,386.0
1026,Programs - Parents -Online,count leads,month,0 <= X,2021,7,2021-07-01,345.0
1027,Programs - Parents -Online,count leads,month,0 <= X,2021,8,2021-08-01,723.0
1028,Programs - Parents -Online,count leads,month,0 <= X,2021,9,2021-09-01,443.0
1029,Programs - Parents -Online,count leads,month,0 <= X,2021,10,2021-10-01,441.0
1030,Programs - Parents -Online,count leads,month,0 <= X,2021,11,2021-11-01,561.0
1031,Programs - Parents -Online,count leads,month,0 <= X,2021,12,2021-12-01,751.0
1140,Programs - Parents -Online,count leads,month,0 <= X,2022,1,2022-01-01,634.0
1141,Programs - Parents -Online,count leads,month,0 <= X,2022,2,2022-02-01,329.0
1142,Programs - Parents -Online,count leads,month,0 <= X,2022,3,2022-03-01,664.0
1143,Programs - Parents -Online,count leads,month,0 <= X,2022,4,2022-04-01,722.0
1144,Programs - Parents -Online,count leads,month,0 <= X,2022,5,2022-05-01,585.0
1145,Programs - Parents -Online,count leads,month,0 <= X,2022,6,2022-06-01,386.0
1146,Programs - Parents -Online,count leads,month,0 <= X,2022,7,2022-07-01,345.0
1147,Programs - Parents -Online,count leads,month,0 <= X,2022,8,2022-08-01,723.0
1148,Programs - Parents -Online,count leads,month,0 <= X,2022,9,2022-09-01,443.0
1149,Programs - Parents -Online,count leads,month,0 <= X,2022,10,2022-10-01,441.0
1150,Programs - Parents -Online,count leads,month,0 <= X,2022,11,2022-11-01,561.0
1151,Programs - Parents -Online,count leads,month,0 <= X,2022,12,2022-12-01,751.0
60,Programs - Parents -Online,count leads,month,0 <= X,2023,1,2023-01-01,634.0
61,Programs - Parents -Online,count leads,month,0 <= X,2023,2,2023-02-01,329.0
62,Programs - Parents -Online,count leads,month,0 <= X,2023,3,2023-03-01,664.0
63,Programs - Parents -Online,count leads,month,0 <= X,2023,4,2023-04-01,722.0
64,Programs - Parents -Online,count leads,month,0 <= X,2023,5,2023-05-01,585.0
65,Programs - Parents -Online,count leads,month,0 <= X,2023,6,2023-06-01,386.0
66,Programs - Parents -Online,count leads,month,0 <= X,2023,7,2023-07-01,345.0
67,Programs - Parents -Online,count leads,month,0 <= X,2023,8,2023-08-01,723.0
68,Programs - Parents -Online,count leads,month,0 <= X,2023,9,2023-09-01,443.0
69,Programs - Parents -Online,count leads,month,0 <= X,2023,10,2023-10-01,441.0
70,Programs - Parents -Online,count leads,month,0 <= X,2023,11,2023-11-01,561.0
71,Programs - Parents -Online,count leads,month,0 <= X,2023,12,2023-12-01,751.0
168,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,1,2014-01-01,158611.0
169,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,2,2014-02-01,203755.0
170,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,3,2014-03-01,190560.0
171,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,4,2014-04-01,164663.0
172,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,5,2014-05-01,180421.0
173,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,6,2014-06-01,174107.0
174,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,7,2014-07-01,164059.0
175,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,8,2014-08-01,194407.0
176,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,9,2014-09-01,178822.88
177,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,10,2014-10-01,194407.0
178,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,11,2014-11-01,178822.88
179,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2014,12,2014-12-01,174107.0
288,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,1,2015-01-01,158611.0
289,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,2,2015-02-01,203755.0
290,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,3,2015-03-01,190560.0
291,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,4,2015-04-01,164663.0
292,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,5,2015-05-01,180421.0
293,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,6,2015-06-01,174107.0
294,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,7,2015-07-01,164059.0
295,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,8,2015-08-01,194407.0
296,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,9,2015-09-01,178822.88
297,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,10,2015-10-01,194407.0
298,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,11,2015-11-01,178822.88
299,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2015,12,2015-12-01,174107.0
408,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,1,2016-01-01,158611.0
409,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,2,2016-02-01,203755.0
410,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,3,2016-03-01,190560.0
411,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,4,2016-04-01,164663.0
412,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,5,2016-05-01,180421.0
413,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,6,2016-06-01,174107.0
414,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,7,2016-07-01,164059.0
415,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,8,2016-08-01,194407.0
416,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,9,2016-09-01,178822.88
417,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,10,2016-10-01,194407.0
418,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,11,2016-11-01,178822.88
419,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2016,12,2016-12-01,174107.0
528,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,1,2017-01-01,158611.0
529,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,2,2017-02-01,203755.0
530,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,3,2017-03-01,190560.0
531,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,4,2017-04-01,164663.0
532,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,5,2017-05-01,180421.0
533,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,6,2017-06-01,174107.0
534,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,7,2017-07-01,164059.0
535,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,8,2017-08-01,194407.0
536,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,9,2017-09-01,178822.88
537,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,10,2017-10-01,194407.0
538,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,11,2017-11-01,178822.88
539,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2017,12,2017-12-01,174107.0
648,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,1,2018-01-01,158611.0
649,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,2,2018-02-01,203755.0
650,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,3,2018-03-01,190560.0
651,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,4,2018-04-01,164663.0
652,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,5,2018-05-01,180421.0
653,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,6,2018-06-01,174107.0
654,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,7,2018-07-01,164059.0
655,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,8,2018-08-01,194407.0
656,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,9,2018-09-01,178822.88
657,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,10,2018-10-01,194407.0
658,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,11,2018-11-01,178822.88
659,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2018,12,2018-12-01,174107.0
768,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,1,2019-01-01,158611.0
769,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,2,2019-02-01,203755.0
770,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,3,2019-03-01,190560.0
771,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,4,2019-04-01,164663.0
772,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,5,2019-05-01,180421.0
773,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,6,2019-06-01,174107.0
774,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,7,2019-07-01,164059.0
775,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,8,2019-08-01,194407.0
776,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,9,2019-09-01,178822.88
777,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,10,2019-10-01,194407.0
778,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,11,2019-11-01,178822.88
779,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2019,12,2019-12-01,174107.0
888,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,1,2020-01-01,158611.0
889,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,2,2020-02-01,203755.0
890,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,3,2020-03-01,190560.0
891,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,4,2020-04-01,164663.0
892,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,5,2020-05-01,180421.0
893,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,6,2020-06-01,174107.0
894,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,7,2020-07-01,164059.0
895,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,8,2020-08-01,194407.0
896,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,9,2020-09-01,178822.88
897,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,10,2020-10-01,194407.0
898,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,11,2020-11-01,178822.88
899,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2020,12,2020-12-01,174107.0
1008,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,1,2021-01-01,158611.0
1009,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,2,2021-02-01,203755.0
1010,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,3,2021-03-01,190560.0
1011,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,4,2021-04-01,164663.0
1012,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,5,2021-05-01,180421.0
1013,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,6,2021-06-01,174107.0
1014,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,7,2021-07-01,164059.0
1015,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,8,2021-08-01,194407.0
1016,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,9,2021-09-01,178822.88
1017,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,10,2021-10-01,194407.0
1018,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,11,2021-11-01,178822.88
1019,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2021,12,2021-12-01,174107.0
1128,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,1,2022-01-01,158611.0
1129,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,2,2022-02-01,203755.0
1130,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,3,2022-03-01,190560.0
1131,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,4,2022-04-01,164663.0
1132,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,5,2022-05-01,180421.0
1133,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,6,2022-06-01,174107.0
1134,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,7,2022-07-01,164059.0
1135,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,8,2022-08-01,194407.0
1136,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,9,2022-09-01,178822.88
1137,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,10,2022-10-01,194407.0
1138,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,11,2022-11-01,178822.88
1139,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2022,12,2022-12-01,174107.0
48,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,1,2023-01-01,158611.0
49,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,2,2023-02-01,203755.0
50,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,3,2023-03-01,190560.0
51,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,4,2023-04-01,164663.0
52,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,5,2023-05-01,180421.0
53,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,6,2023-06-01,174107.0
54,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,7,2023-07-01,164059.0
55,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,8,2023-08-01,194407.0
56,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,9,2023-09-01,178822.88
57,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,10,2023-10-01,194407.0
58,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,11,2023-11-01,178822.88
59,Programs - Parents -Online,count sessions on .projuventute.ch,month,0 <= X,2023,12,2023-12-01,174107.0
144,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,1,2014-01-01,2.26
145,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,2,2014-02-01,0.98
146,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,3,2014-03-01,1.47
147,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,4,2014-04-01,1.46
148,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,5,2014-05-01,0.0
149,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,6,2014-06-01,0.0
150,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,7,2014-07-01,0.51
151,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,8,2014-08-01,1.01
152,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,9,2014-09-01,0.96
153,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,10,2014-10-01,1.01
154,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,11,2014-11-01,0.96
155,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,12,2014-12-01,0.0
264,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,1,2015-01-01,2.26
265,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,2,2015-02-01,0.98
266,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,3,2015-03-01,1.47
267,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,4,2015-04-01,1.46
268,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,5,2015-05-01,0.0
269,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,6,2015-06-01,0.0
270,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,7,2015-07-01,0.51
271,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,8,2015-08-01,1.01
272,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,9,2015-09-01,0.96
273,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,10,2015-10-01,1.01
274,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,11,2015-11-01,0.96
275,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,12,2015-12-01,0.0
384,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,1,2016-01-01,2.26
385,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,2,2016-02-01,0.98
386,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,3,2016-03-01,1.47
387,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,4,2016-04-01,1.46
388,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,5,2016-05-01,0.0
389,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,6,2016-06-01,0.0
390,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,7,2016-07-01,0.51
391,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,8,2016-08-01,1.01
392,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,9,2016-09-01,0.96
393,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,10,2016-10-01,1.01
394,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,11,2016-11-01,0.96
395,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,12,2016-12-01,0.0
504,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,1,2017-01-01,2.26
505,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,2,2017-02-01,0.98
506,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,3,2017-03-01,1.47
507,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,4,2017-04-01,1.46
508,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,5,2017-05-01,0.0
509,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,6,2017-06-01,0.0
510,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,7,2017-07-01,0.51
511,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,8,2017-08-01,1.01
512,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,9,2017-09-01,0.96
513,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,10,2017-10-01,1.01
514,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,11,2017-11-01,0.96
515,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,12,2017-12-01,0.0
624,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,1,2018-01-01,2.26
625,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,2,2018-02-01,0.98
626,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,3,2018-03-01,1.47
627,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,4,2018-04-01,1.46
628,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,5,2018-05-01,0.0
629,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,6,2018-06-01,0.0
630,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,7,2018-07-01,0.51
631,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,8,2018-08-01,1.01
632,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,9,2018-09-01,0.96
633,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,10,2018-10-01,1.01
634,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,11,2018-11-01,0.96
635,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,12,2018-12-01,0.0
744,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,1,2019-01-01,2.26
745,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,2,2019-02-01,0.98
746,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,3,2019-03-01,1.47
747,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,4,2019-04-01,1.46
748,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,5,2019-05-01,0.0
749,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,6,2019-06-01,0.0
750,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,7,2019-07-01,0.51
751,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,8,2019-08-01,1.01
752,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,9,2019-09-01,0.96
753,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,10,2019-10-01,1.01
754,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,11,2019-11-01,0.96
755,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,12,2019-12-01,0.0
864,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,1,2020-01-01,2.26
865,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,2,2020-02-01,0.98
866,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,3,2020-03-01,1.47
867,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,4,2020-04-01,1.46
868,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,5,2020-05-01,0.0
869,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,6,2020-06-01,0.0
870,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,7,2020-07-01,0.51
871,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,8,2020-08-01,1.01
872,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,9,2020-09-01,0.96
873,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,10,2020-10-01,1.01
874,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,11,2020-11-01,0.96
875,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,12,2020-12-01,0.0
984,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,1,2021-01-01,2.26
985,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,2,2021-02-01,0.98
986,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,3,2021-03-01,1.47
987,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,4,2021-04-01,1.46
988,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,5,2021-05-01,0.0
989,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,6,2021-06-01,0.0
990,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,7,2021-07-01,0.51
991,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,8,2021-08-01,1.01
992,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,9,2021-09-01,0.96
993,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,10,2021-10-01,1.01
994,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,11,2021-11-01,0.96
995,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2021,12,2021-12-01,0.0
1104,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,1,2022-01-01,2.26
1105,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,2,2022-02-01,0.98
1106,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,3,2022-03-01,1.47
1107,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,4,2022-04-01,1.46
1108,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,5,2022-05-01,0.0
1109,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,6,2022-06-01,0.0
1110,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,7,2022-07-01,0.51
1111,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,8,2022-08-01,1.01
1112,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,9,2022-09-01,0.96
1113,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,10,2022-10-01,1.01
1114,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,11,2022-11-01,0.96
1115,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2022,12,2022-12-01,0.0
24,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,1,2023-01-01,2.26
25,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,2,2023-02-01,0.98
26,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,3,2023-03-01,1.47
27,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,4,2023-04-01,1.46
28,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,5,2023-05-01,0.0
29,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,6,2023-06-01,0.0
30,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,7,2023-07-01,0.51
31,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,8,2023-08-01,1.01
32,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,9,2023-09-01,0.96
33,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,10,2023-10-01,1.01
34,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,11,2023-11-01,0.96
35,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2023,12,2023-12-01,0.0
192,Programs - Parents -Online,net promoter score,year,-100 <= X <= 100,2014,1,2014-01-01,23.0
193,Programs - Parents -Online,net promoter score,year,-100 <= X <= 100,2014,2,2014-02-01,23.0
194,Programs - Parents -Online,net promoter score,year,-100 <= X <= 100,2014,3,2014-03-01,23.0
195,Programs - Parents -Online,net promoter score,year,-100 <= X <= 100,2014,4,2014-04-01,23.0
196,Programs - Parents -Online,net promoter score,year,-100 <= X <= 100,2014,5,2014-05-01,23.0
